Country Code,Country Name,Income Group,Indicator Code,Indicator Name,Region,Year,Energy Consump.
AND,Andorra,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,18.67090035
AUT,Austria,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,31.13459969
BEL,Belgium,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,5.824800014
HRV,Croatia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,29.77459908
CYP,Cyprus,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,6.580699921
CZE,Czech Republic,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,10.95219994
DNK,Denmark,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,21.18169975
EST,Estonia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,25.38949966
FRO,Faroe Islands,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,3.37770009
FIN,Finland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,33.58800125
FRA,France,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,11.99339962
DEU,Germany,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,11.60599995
GIB,Gibraltar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,0
GRC,Greece,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,11.37450028
GRL,Greenland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,10.0855999
HUN,Hungary,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,13.45650005
ISL,Iceland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,75.41829681
IRL,Ireland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,5.241000175
IMN,Isle of Man,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,1.934299946
ITA,Italy,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,12.79349995
LVA,Latvia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,33.0705986
LIE,Liechtenstein,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,52.30910111
LTU,Lithuania,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,21.45899963
LUX,Luxembourg,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,3.677700043
NLD,Netherlands,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,3.850399971
NOR,Norway,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,56.37820053
POL,Poland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,9.489100456
PRT,Portugal,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,27.82699966
SVK,Slovak Republic,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,10.27890015
SVN,Slovenia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,19.50550079
ESP,Spain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,14.41250038
SWE,Sweden,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,45.76039887
CHE,Switzerland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,20.56419945
GBR,United Kingdom,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2010,3.666500092
AND,Andorra,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,18.55220032
AUT,Austria,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,31.63780022
BEL,Belgium,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,6.630099773
HRV,Croatia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,27.18219948
CYP,Cyprus,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,7.701000214
CZE,Czech Republic,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,12.15719986
DNK,Denmark,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,23.80979919
EST,Estonia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,25.09449959
FRO,Faroe Islands,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,4.997000217
FIN,Finland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,35.26710129
FRA,France,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,10.82960033
DEU,Germany,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,12.54380035
GIB,Gibraltar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,0
GRC,Greece,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,11.37639999
GRL,Greenland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,10.20240021
HUN,Hungary,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,14.74359989
ISL,Iceland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,76.44940186
IRL,Ireland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,6.676499844
IMN,Isle of Man,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,2.848400116
ITA,Italy,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,11.90400028
LVA,Latvia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,35.53530121
LIE,Liechtenstein,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,55.25650024
LTU,Lithuania,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,22.73929977
LUX,Luxembourg,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,3.762099981
NLD,Netherlands,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,4.693399906
NOR,Norway,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,56.71440125
POL,Poland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,10.43869972
PRT,Portugal,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,27.21769905
SVK,Slovak Republic,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,10.35709953
SVN,Slovenia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,18.58740044
ESP,Spain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,14.76539993
SWE,Sweden,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,46.19440079
CHE,Switzerland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,20.56609917
GBR,United Kingdom,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2011,4.43569994
AND,Andorra,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,18.7628994
AUT,Austria,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,34.28430176
BEL,Belgium,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,7.758999825
HRV,Croatia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,29.42639923
CYP,Cyprus,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,8.729599953
CZE,Czech Republic,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,12.80430031
DNK,Denmark,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,26.91200066
EST,Estonia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,25.02169991
FRO,Faroe Islands,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,4.700900078
FIN,Finland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,38.81140137
FRA,France,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,12.52939987
DEU,Germany,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,13.64190006
GIB,Gibraltar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,0
GRC,Greece,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,14.17059994
GRL,Greenland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,10.05270004
HUN,Hungary,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,16.46579933
ISL,Iceland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,77.34339905
IRL,Ireland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,6.577000141
IMN,Isle of Man,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,3.494999886
ITA,Italy,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,14.39070034
LVA,Latvia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,40.36629868
LIE,Liechtenstein,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,55.49879837
LTU,Lithuania,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,23.92370033
LUX,Luxembourg,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,4.149799824
NLD,Netherlands,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,4.898200035
NOR,Norway,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,58.00320053
POL,Poland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,10.9133997
PRT,Portugal,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,25.51659966
SVK,Slovak Republic,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,10.47200012
SVN,Slovenia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,19.70549965
ESP,Spain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,15.79880047
SWE,Sweden,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,49.33179855
CHE,Switzerland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,21.88870049
GBR,United Kingdom,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2012,4.769100189
AND,Andorra,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,19.1413002
AUT,Austria,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,34.70259857
BEL,Belgium,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,8.092900276
HRV,Croatia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,32.84049988
CYP,Cyprus,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,9.859800339
CZE,Czech Republic,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,13.95619965
DNK,Denmark,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,27.0977993
EST,Estonia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,24.54990006
FRO,Faroe Islands,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,4.531499863
FIN,Finland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,38.52019882
FRA,France,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,13.57369995
DEU,Germany,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,13.62769985
GIB,Gibraltar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,0
GRC,Greece,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,16.61190033
GRL,Greenland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,11.15410042
HUN,Hungary,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,17.1826992
ISL,Iceland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,76.31079865
IRL,Ireland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,7.35160017
IMN,Isle of Man,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,2.059900045
ITA,Italy,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,16.31949997
LVA,Latvia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,39.5992012
LIE,Liechtenstein,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,53.53099823
LTU,Lithuania,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,26.34339905
LUX,Luxembourg,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,5.717599869
NLD,Netherlands,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,4.935500145
NOR,Norway,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,57.44060135
POL,Poland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,11.4137001
PRT,Portugal,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,30.17359924
SVK,Slovak Republic,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,10.67749977
SVN,Slovenia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,22.00639916
ESP,Spain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,16.96050072
SWE,Sweden,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,48.11999893
CHE,Switzerland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,21.83839989
GBR,United Kingdom,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2013,6.01760006
AND,Andorra,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,19.42009926
AUT,Austria,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,35.79090118
BEL,Belgium,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,9.124799728
HRV,Croatia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,33.62009811
CYP,Cyprus,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,9.626899719
CZE,Czech Republic,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,14.86079979
DNK,Denmark,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,30.22839928
EST,Estonia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,25.48990059
FRO,Faroe Islands,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,6.53579998
FIN,Finland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,41.24909973
FRA,France,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,13.35340023
DEU,Germany,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,14.02470017
GIB,Gibraltar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,0
GRC,Greece,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,16.40740013
GRL,Greenland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,12.48400021
HUN,Hungary,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,15.72270012
ISL,Iceland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,76.42539978
IRL,Ireland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,8.439100266
IMN,Isle of Man,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,1.851799965
ITA,Italy,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,17.13159943
LVA,Latvia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,40.23529816
LIE,Liechtenstein,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,54.96789932
LTU,Lithuania,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,27.73189926
LUX,Luxembourg,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,6.846199989
NLD,Netherlands,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,5.526500225
NOR,Norway,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,56.92070007
POL,Poland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,11.57610035
PRT,Portugal,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,30.45890045
SVK,Slovak Republic,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,12.24190044
SVN,Slovenia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,22.30069923
ESP,Spain,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,17.37479973
SWE,Sweden,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,49.54309845
CHE,Switzerland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,22.21179962
GBR,United Kingdom,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2014,7.3604002
AND,Andorra,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,19.27770042
AUT,Austria,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,34.87720108
BEL,Belgium,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,9.376099586
HRV,Croatia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,33.10910034
CYP,Cyprus,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,10.54349995
CZE,Czech Republic,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,14.84549999
DNK,Denmark,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,32.97779846
EST,Estonia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,27.55599976
FRO,Faroe Islands,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,7.474100113
FIN,Finland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,43.229599
FRA,France,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,13.48379993
DEU,Germany,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,14.55029964
GIB,Gibraltar,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,0
GRC,Greece,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,17.47489929
GRL,Greenland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,13.06519985
HUN,Hungary,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,15.60009956
ISL,Iceland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,77.11620331
IRL,Ireland,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,9.091799736
IMN,Isle of Man,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,2.16689992
ITA,Italy,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,16.57049942
LVA,Latvia,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,38.10020065
LIE,Liechtenstein,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,55.53010178
LTU,Lithuania,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,28.96229935
LUX,Luxembourg,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,9.08520031
NLD,Netherlands,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,5.710499763
NOR,Norway,High income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,01/01/2015,58.13330078
